id,refseq_ids,name,description,taxname,label,resource
ENTREZ:79158,NM_024312,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta,Homo sapiens,Gene,ENTREZ
ENTREZ:79179,,,,Homo sapiens,Gene,ENTREZ
ENTREZ:79183,"NM_001039199,NM_001261839,NM_024331",TTPAL,alpha tocopherol transfer protein like,Homo sapiens,Gene,ENTREZ
ENTREZ:79187,"NM_001330429,NM_024333",FSD1,fibronectin type III and SPRY domain containing 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79188,NM_024334,TMEM43,transmembrane protein 43,Homo sapiens,Gene,ENTREZ
ENTREZ:79191,NM_024336,IRX3,iroquois homeobox 3,Homo sapiens,Gene,ENTREZ
ENTREZ:79192,NM_024337,IRX1,iroquois homeobox 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79217,NM_024376,Gja3,"gap junction protein, alpha 3",Rattus norvegicus,Gene,ENTREZ
ENTREZ:79251,NM_024399,Aspa,aspartoacylase,Rattus norvegicus,Gene,ENTREZ
ENTREZ:79252,NM_024400,Adamts1,"ADAM metallopeptidase with thrombospondin type 1 motif, 1",Rattus norvegicus,Gene,ENTREZ
ENTREZ:79264,"NM_001170552,NM_030675",Krit1,"KRIT1, ankyrin repeat containing",Mus musculus,Gene,ENTREZ
ENTREZ:7933,,,,Homo sapiens,Gene,ENTREZ
ENTREZ:7936,NM_002904,NELFE,negative elongation factor complex member E,Homo sapiens,Gene,ENTREZ
ENTREZ:7940,"NM_001166538,NM_007161,NM_205837,NM_205838,NM_205839,NM_205840",LST1,leukocyte specific transcript 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79426,NM_133290,Zfp36,zinc finger protein 36,Rattus norvegicus,Gene,ENTREZ
ENTREZ:79441,"NM_001303143,NM_024511",HAUS3,HAUS augmin like complex subunit 3,Homo sapiens,Gene,ENTREZ
ENTREZ:79456,NM_058214,Recql4,RecQ protein-like 4,Mus musculus,Gene,ENTREZ
ENTREZ:79465,NM_024518,ULBP3,UL16 binding protein 3,Homo sapiens,Gene,ENTREZ
ENTREZ:7952,,,,Homo sapiens,Gene,ENTREZ
ENTREZ:7954,,,,Homo sapiens,Gene,ENTREZ
ENTREZ:79574,"NM_001319952,NM_024526,NM_133181,NM_139053",EPS8L3,EPS8 like 3,Homo sapiens,Gene,ENTREZ
ENTREZ:79576,NM_024528,NKAP,NFKB activating protein,Homo sapiens,Gene,ENTREZ
ENTREZ:79583,"NM_001077416,NM_001077418",TMEM231,transmembrane protein 231,Homo sapiens,Gene,ENTREZ
ENTREZ:7959,,,,Homo sapiens,Gene,ENTREZ
ENTREZ:79600,"NM_001082537,NM_001082538,NM_001173975,NM_001173976,NM_001319680,NM_001319681,NM_001319682,NM_024549",TCTN1,tectonic family member 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79618,"NM_001135726,NM_001324382,NM_001324383,NM_001324384,NM_001324385,NM_001324386,NM_001324387,NM_001324388,NM_001324389,NM_001324390,NM_001324391,NM_001324392,NM_001324393,NM_001324394,NM_001324395,NM_001330498,NM_024567",HMBOX1,homeobox containing 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79623,"NM_001253826,NM_001253827,NM_001329095,NM_001329096,NM_001329097,NM_024572",GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,Homo sapiens,Gene,ENTREZ
ENTREZ:79625,NM_024574,NDNF,neuron derived neurotrophic factor,Homo sapiens,Gene,ENTREZ
ENTREZ:79628,NM_024577,SH3TC2,SH3 domain and tetratricopeptide repeats 2,Homo sapiens,Gene,ENTREZ
ENTREZ:79633,"NM_001291285,NM_001291303,NM_024582",FAT4,FAT atypical cadherin 4,Homo sapiens,Gene,ENTREZ
ENTREZ:79641,NM_024589,ROGDI,rogdi atypical leucine zipper,Homo sapiens,Gene,ENTREZ
ENTREZ:79648,"NM_001172574,NM_001172575,NM_001322042,NM_001322043,NM_001322045,NM_001363979,NM_001363980,NM_024596",MCPH1,microcephalin 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79649,"NM_001173516,NM_001173517,NM_024597",MAP7D3,MAP7 domain containing 3,Homo sapiens,Gene,ENTREZ
ENTREZ:79651,"NM_001005498,NM_001376228,NM_001376229,NM_001376230,NM_024599",RHBDF2,rhomboid 5 homolog 2,Homo sapiens,Gene,ENTREZ
ENTREZ:796537,NM_131472,kdrl,kinase insert domain receptor like,Danio rerio,Gene,ENTREZ
ENTREZ:79654,NM_024602,HECTD3,HECT domain E3 ubiquitin protein ligase 3,Homo sapiens,Gene,ENTREZ
ENTREZ:79658,NM_024605,ARHGAP10,Rho GTPase activating protein 10,Homo sapiens,Gene,ENTREZ
ENTREZ:79663,"NM_001320728,NM_024610",HSPBAP1,HSPB1 associated protein 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79679,"NM_001253849,NM_001253850,NM_024626",VTCN1,V-set domain containing T cell activation inhibitor 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79682,NM_024629,CENPU,centromere protein U,Homo sapiens,Gene,ENTREZ
ENTREZ:79683,"NM_024630,NM_153746",ZDHHC14,zinc finger DHHC-type palmitoyltransferase 14,Homo sapiens,Gene,ENTREZ
ENTREZ:79689,"NM_001205315,NM_001205316,NM_024636",STEAP4,STEAP4 metalloreductase,Homo sapiens,Gene,ENTREZ
ENTREZ:79692,"NM_001242797,NM_001242798,NM_001242799,NM_024639",ZNF322,zinc finger protein 322,Homo sapiens,Gene,ENTREZ
ENTREZ:79694,NM_024641,MANEA,mannosidase endo-alpha,Homo sapiens,Gene,ENTREZ
ENTREZ:79719,"NM_001271885,NM_001271886,NM_024666",AAGAB,alpha and gamma adaptin binding protein,Homo sapiens,Gene,ENTREZ
ENTREZ:79723,"NM_001193424,NM_001193425,NM_001193426,NM_001193427,NM_024670",SUV39H2,suppressor of variegation 3-9 homolog 2,Homo sapiens,Gene,ENTREZ
ENTREZ:79733,"NM_001256371,NM_001256372,NM_024680",E2F8,E2F transcription factor 8,Homo sapiens,Gene,ENTREZ
ENTREZ:79741,"NM_001026383,NM_001321115,NM_001395015,NM_145023",CCDC7,coiled-coil domain containing 7,Homo sapiens,Gene,ENTREZ
ENTREZ:79747,NM_024694,ADGB,androglobin,Homo sapiens,Gene,ENTREZ
ENTREZ:7975,NM_002360,MAFK,MAF bZIP transcription factor K,Homo sapiens,Gene,ENTREZ
ENTREZ:79755,NM_024702,ZNF750,zinc finger protein 750,Homo sapiens,Gene,ENTREZ
ENTREZ:79759,"NM_001172668,NM_001172669,NM_001172670,NM_024706",ZNF668,zinc finger protein 668,Homo sapiens,Gene,ENTREZ
ENTREZ:7976,"NM_017412,NM_145866",FZD3,frizzled class receptor 3,Homo sapiens,Gene,ENTREZ
ENTREZ:79767,NM_024712,ELMO3,engulfment and cell motility 3,Homo sapiens,Gene,ENTREZ
ENTREZ:797832,"NM_001260500,NM_001328599",scube1,"signal peptide, CUB domain, EGF-like 1",Danio rerio,Gene,ENTREZ
ENTREZ:79791,"NM_001282683,NM_024735",FBXO31,F-box protein 31,Homo sapiens,Gene,ENTREZ
ENTREZ:79792,"NM_001166237,NM_024736",GSDMD,gasdermin D,Homo sapiens,Gene,ENTREZ
ENTREZ:79801,"NM_001324318,NM_001324319,NM_024745",SHCBP1,SHC binding and spindle associated 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79817,NM_024761,MOB3B,MOB kinase activator 3B,Homo sapiens,Gene,ENTREZ
ENTREZ:79829,"NM_001300800,NM_024771",NAA40,"N-alpha-acetyltransferase 40, NatD catalytic subunit",Homo sapiens,Gene,ENTREZ
ENTREZ:79831,"NM_001145348,NM_024773",KDM8,lysine demethylase 8,Homo sapiens,Gene,ENTREZ
ENTREZ:798347,NM_001128798,tpp1,tripeptidyl peptidase I,Danio rerio,Gene,ENTREZ
ENTREZ:79838,"NM_001105248,NM_001105249,NM_001261841,NM_001308161,NM_024780",TMC5,transmembrane channel like 5,Homo sapiens,Gene,ENTREZ
ENTREZ:7984,NM_005435,ARHGEF5,Rho guanine nucleotide exchange factor 5,Homo sapiens,Gene,ENTREZ
ENTREZ:79840,"NM_001377498,NM_001377499,NM_024782",NHEJ1,non-homologous end joining factor 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79841,NM_024783,AGBL2,AGBL carboxypeptidase 2,Homo sapiens,Gene,ENTREZ
ENTREZ:79850,"NM_001318006,NM_001318007,NM_001318008,NM_024792",TLCD3A,TLC domain containing 3A,Homo sapiens,Gene,ENTREZ
ENTREZ:79865,NM_024807,TREML2,triggering receptor expressed on myeloid cells like 2,Homo sapiens,Gene,ENTREZ
ENTREZ:79868,"NM_001039210,NM_001099922,NM_001168385,NM_001257230,NM_001257231,NM_001257234,NM_001257235,NM_001257237,NM_001257239,NM_001257240,NM_001257241,NM_001324290,NM_001324291,NM_001324292,NM_001324293,NM_001324294,NM_018466",ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit,Homo sapiens,Gene,ENTREZ
ENTREZ:79870,"NM_001024372,NM_001364874,NM_024812",BAALC,BAALC binder of MAP3K1 and KLF4,Homo sapiens,Gene,ENTREZ
ENTREZ:79872,"NM_001284291,NM_024814",CBLL1,Cbl proto-oncogene like 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79876,"NM_001320210,NM_001321238,NM_001321239,NM_024818,NM_198329",UBA5,ubiquitin like modifier activating enzyme 5,Homo sapiens,Gene,ENTREZ
ENTREZ:79879,"NM_001304797,NM_001382346,NM_024821",CCDC134,coiled-coil domain containing 134,Homo sapiens,Gene,ENTREZ
ENTREZ:79884,NM_001039580,MAP9,microtubule associated protein 9,Homo sapiens,Gene,ENTREZ
ENTREZ:79893,NM_024835,GGNBP2,gametogenetin binding protein 2,Homo sapiens,Gene,ENTREZ
ENTREZ:7991,"NM_001356429,NM_006765,NM_178234",TUSC3,tumor suppressor candidate 3,Homo sapiens,Gene,ENTREZ
ENTREZ:79921,"NM_001006935,NM_001006937,NM_001300901,NM_001305840,NM_001305841,NM_001305842,NM_024863",TCEAL4,transcription elongation factor A like 4,Homo sapiens,Gene,ENTREZ
ENTREZ:79935,NM_024877,CCNP,cyclin P,Homo sapiens,Gene,ENTREZ
ENTREZ:79937,"NM_001393379,NM_033655",CNTNAP3,contactin associated protein family member 3,Homo sapiens,Gene,ENTREZ
ENTREZ:79940,,LINC00472,long intergenic non-protein coding RNA 472,Homo sapiens,Gene,ENTREZ
ENTREZ:79944,NM_024884,L2HGDH,L-2-hydroxyglutarate dehydrogenase,Homo sapiens,Gene,ENTREZ
ENTREZ:79955,"NM_001195263,NM_001351044,NM_024895",PDZD7,PDZ domain containing 7,Homo sapiens,Gene,ENTREZ
ENTREZ:79960,"NM_001287437,NM_001287439,NM_001287440,NM_001287441,NM_001287442,NM_001287443,NM_024900,NM_199320",JADE1,jade family PHD finger 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79961,"NM_001271833,NM_024901",DENND2D,DENN domain containing 2D,Homo sapiens,Gene,ENTREZ
ENTREZ:79969,"NM_001031722,NM_001190724,NM_001254952,NM_001318762,NM_001318763,NM_024909",ATAT1,alpha tubulin acetyltransferase 1,Homo sapiens,Gene,ENTREZ
ENTREZ:79977,"NM_001330593,NM_024915",GRHL2,grainyhead like transcription factor 2,Homo sapiens,Gene,ENTREZ
ENTREZ:79983,"NM_001307940,NM_024921",POF1B,POF1B actin binding protein,Homo sapiens,Gene,ENTREZ
ENTREZ:79993,"NM_001104558,NM_001297617,NM_001297618,NM_024930",ELOVL7,ELOVL fatty acid elongase 7,Homo sapiens,Gene,ENTREZ
ENTREZ:799982,NM_001135096,cd4-1,CD4-1 molecule,Danio rerio,Gene,ENTREZ
ENTREZ:80000,NM_001142966,GREB1L,GREB1 like retinoic acid receptor coactivator,Homo sapiens,Gene,ENTREZ
ENTREZ:80005,"NM_001322810,NM_024940",DOCK5,dedicator of cytokinesis 5,Homo sapiens,Gene,ENTREZ
ENTREZ:80014,NM_024949,WWC2,WW and C2 domain containing 2,Homo sapiens,Gene,ENTREZ
ENTREZ:80023,"NM_001323679,NM_001323680,NM_001323681,NM_001323682,NM_001323683,NM_001323684,NM_001323685,NM_024958",NRSN2,neurensin 2,Homo sapiens,Gene,ENTREZ
ENTREZ:80028,"NM_001321213,NM_001363441,NM_001363442,NM_001367780,NM_001367781,NM_024963",FBXL18,F-box and leucine rich repeat protein 18,Homo sapiens,Gene,ENTREZ
ENTREZ:80031,"NM_001198999,NM_001358351,NM_001358352,NM_020858,NM_024966,NM_153616,NM_153617,NM_153618,NM_153619",SEMA6D,semaphorin 6D,Homo sapiens,Gene,ENTREZ
ENTREZ:80055,"NM_001321099,NM_001321100,NM_024989",PGAP1,post-GPI attachment to proteins inositol deacylase 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80067,"NM_001164821,NM_025000",DCAF17,DDB1 and CUL4 associated factor 17,Homo sapiens,Gene,ENTREZ
ENTREZ:80119,"NM_001286496,NM_001286497,NM_001286499,NM_025049",PIF1,PIF1 5'-to-3' DNA helicase,Homo sapiens,Gene,ENTREZ
ENTREZ:80139,NM_025069,ZNF703,zinc finger protein 703,Homo sapiens,Gene,ENTREZ
ENTREZ:80144,"NM_001166133,NM_025074",FRAS1,Fraser extracellular matrix complex subunit 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80169,NM_025099,CTC1,CST telomere replication complex component 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80177,"NM_001371624,NM_001371625,NM_001371626,NM_025107",MYCT1,MYC target 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80183,"NM_001286761,NM_001286762,NM_001286763,NM_001286764,NM_001286765,NM_001286766,NM_001349772,NM_025113",RUBCNL,rubicon like autophagy enhancer,Homo sapiens,Gene,ENTREZ
ENTREZ:80184,NM_025114,CEP290,centrosomal protein 290,Homo sapiens,Gene,ENTREZ
ENTREZ:80199,"NM_001171937,NM_001352262,NM_001363663,NM_025129",FUZ,fuzzy planar cell polarity protein,Homo sapiens,Gene,ENTREZ
ENTREZ:80201,NM_025130,HKDC1,hexokinase domain containing 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80204,"NM_001190274,NM_001374325,NM_025133",FBXO11,F-box protein 11,Homo sapiens,Gene,ENTREZ
ENTREZ:80205,"NM_001308319,NM_001352127,NM_001352156,NM_001352157,NM_001352158,NM_001382353,NM_001382354,NM_001382355,NM_025134",CHD9,chromodomain helicase DNA binding protein 9,Homo sapiens,Gene,ENTREZ
ENTREZ:80207,"NM_001017989,NM_025136",OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,Homo sapiens,Gene,ENTREZ
ENTREZ:80208,"NM_001160227,NM_025137",SPG11,"SPG11 vesicle trafficking associated, spatacsin",Homo sapiens,Gene,ENTREZ
ENTREZ:8022,"NM_001363746,NM_014564,NM_178138",LHX3,LIM homeobox 3,Homo sapiens,Gene,ENTREZ
ENTREZ:80223,"NM_001002814,NM_025151",RAB11FIP1,RAB11 family interacting protein 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80224,"NM_001201573,NM_001201574,NM_025152",NUBPL,nucleotide binding protein like,Homo sapiens,Gene,ENTREZ
ENTREZ:80237,NM_025165,ELL3,elongation factor for RNA polymerase II 3,Homo sapiens,Gene,ENTREZ
ENTREZ:80243,"NM_024870,NM_025170",PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",Homo sapiens,Gene,ENTREZ
ENTREZ:8026,,,,Homo sapiens,Gene,ENTREZ
ENTREZ:80274,NM_173050,SCUBE1,"signal peptide, CUB domain and EGF like domain containing 1",Homo sapiens,Gene,ENTREZ
ENTREZ:80279,"NM_001278197,NM_001278198,NM_001278216,NM_001278217,NM_176096",CDK5RAP3,CDK5 regulatory subunit associated protein 3,Homo sapiens,Gene,ENTREZ
ENTREZ:80298,"NM_001033050,NM_025198",MTERF2,mitochondrial transcription termination factor 2,Homo sapiens,Gene,ENTREZ
ENTREZ:8030,NM_005436,CCDC6,coiled-coil domain containing 6,Homo sapiens,Gene,ENTREZ
ENTREZ:80307,,FER1L4,fer-1 like family member 4 (pseudogene),Homo sapiens,Gene,ENTREZ
ENTREZ:80309,"NM_001142644,NM_030623",SPHKAP,"SPHK1 interactor, AKAP domain containing",Homo sapiens,Gene,ENTREZ
ENTREZ:80314,"NM_001272004,NM_001272019,NM_001282391,NM_001382753,NM_001382754,NM_001382755,NM_001382756,NM_025209",EPC1,enhancer of polycomb homolog 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80315,"NM_001308189,NM_001308191,NM_001308192,NM_001308193,NM_030627",CPEB4,cytoplasmic polyadenylation element binding protein 4,Homo sapiens,Gene,ENTREZ
ENTREZ:80317,"NM_001242894,NM_001242895,NM_024493",ZKSCAN3,zinc finger with KRAB and SCAN domains 3,Homo sapiens,Gene,ENTREZ
ENTREZ:80319,NM_025212,CXXC4,CXXC finger protein 4,Homo sapiens,Gene,ENTREZ
ENTREZ:80321,"NM_001288964,NM_001288965,NM_001288966,NM_001288967,NM_001320598,NM_001320599,NM_001320600,NM_024491",CEP70,centrosomal protein 70,Homo sapiens,Gene,ENTREZ
ENTREZ:80325,"NM_032548,NM_172027",ABTB1,ankyrin repeat and BTB domain containing 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80326,NM_025216,WNT10A,Wnt family member 10A,Homo sapiens,Gene,ENTREZ
ENTREZ:80336,NM_001372179,PABPC1L,poly(A) binding protein cytoplasmic 1 like,Homo sapiens,Gene,ENTREZ
ENTREZ:80342,"NM_001287754,NM_001320143,NM_001320144,NM_025228",TRAF3IP3,TRAF3 interacting protein 3,Homo sapiens,Gene,ENTREZ
ENTREZ:80347,"NM_001042529,NM_001042532,NM_025233",COASY,Coenzyme A synthase,Homo sapiens,Gene,ENTREZ
ENTREZ:80351,NM_025235,TNKS2,tankyrase 2,Homo sapiens,Gene,ENTREZ
ENTREZ:8036,"NM_001269039,NM_001324336,NM_001324337,NM_007373",SHOC2,SHOC2 leucine rich repeat scaffold protein,Homo sapiens,Gene,ENTREZ
ENTREZ:80380,NM_025239,PDCD1LG2,programmed cell death 1 ligand 2,Homo sapiens,Gene,ENTREZ
ENTREZ:80385,NM_019742,Tusc2,"tumor suppressor 2, mitochondrial calcium regulator",Mus musculus,Gene,ENTREZ
ENTREZ:8045,"NM_001143993,NM_001143994,NM_003475",RASSF7,Ras association domain family member 7,Homo sapiens,Gene,ENTREZ
ENTREZ:8048,"NM_001369404,NM_003476",CSRP3,cysteine and glycine rich protein 3,Homo sapiens,Gene,ENTREZ
ENTREZ:80705,"NM_001349012,NM_001349013,NM_001349014,NM_025244,NM_182911",TSGA10,testis specific 10,Homo sapiens,Gene,ENTREZ
ENTREZ:80707,NM_019573,Wwox,WW domain-containing oxidoreductase,Mus musculus,Gene,ENTREZ
ENTREZ:80709,"NM_001317950,NM_001317952,NM_030767",AKNA,AT-hook transcription factor,Homo sapiens,Gene,ENTREZ
ENTREZ:80712,NM_153448,ESX1,ESX homeobox 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80723,"NM_001097599,NM_001097600,NM_025246",SLC35G2,solute carrier family 35 member G2,Homo sapiens,Gene,ENTREZ
ENTREZ:80724,"NM_001136538,NM_025247",ACAD10,acyl-CoA dehydrogenase family member 10,Homo sapiens,Gene,ENTREZ
ENTREZ:80752,"NM_001359593,NM_030565",Fam20c,"FAM20C, golgi associated secretory pathway kinase",Mus musculus,Gene,ENTREZ
ENTREZ:8076,"NM_001297709,NM_001297710,NM_001297711,NM_001297712,NM_003480",MFAP5,microfibril associated protein 5,Homo sapiens,Gene,ENTREZ
ENTREZ:80760,"NM_001001851,NM_030569,NM_032817",ITIH5,inter-alpha-trypsin inhibitor heavy chain 5,Homo sapiens,Gene,ENTREZ
ENTREZ:80774,NM_030576,LIMD2,LIM domain containing 2,Homo sapiens,Gene,ENTREZ
ENTREZ:80790,"NM_030629,NM_198390",CMIP,c-Maf inducing protein,Homo sapiens,Gene,ENTREZ
ENTREZ:80816,NM_030632,ASXL3,ASXL transcriptional regulator 3,Homo sapiens,Gene,ENTREZ
ENTREZ:80821,"NM_001160147,NM_001160148,NM_030637",DDHD1,DDHD domain containing 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80824,NM_030640,DUSP16,dual specificity phosphatase 16,Homo sapiens,Gene,ENTREZ
ENTREZ:80829,"NM_001197051,NM_053023",ZFP91,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase",Homo sapiens,Gene,ENTREZ
ENTREZ:8086,"NM_001173466,NM_015665",AAAS,aladin WD repeat nucleoporin,Homo sapiens,Gene,ENTREZ
ENTREZ:8087,"NM_001013438,NM_001013439,NM_001363882,NM_005087",FXR1,FMR1 autosomal homolog 1,Homo sapiens,Gene,ENTREZ
ENTREZ:80881,NM_030835,Serp1,stress-associated endoplasmic reticulum protein 1,Rattus norvegicus,Gene,ENTREZ
ENTREZ:80886,"NM_001163571,NM_030702",Senp3,SUMO/sentrin specific peptidase 3,Mus musculus,Gene,ENTREZ
ENTREZ:8089,"NM_001300950,NM_006530",YEATS4,YEATS domain containing 4,Homo sapiens,Gene,ENTREZ
ENTREZ:80895,NM_030768,ILKAP,ILK associated serine/threonine phosphatase,Homo sapiens,Gene,ENTREZ
ENTREZ:80898,NM_030711,Erap1,endoplasmic reticulum aminopeptidase 1,Mus musculus,Gene,ENTREZ
ENTREZ:80901,NM_030712,Cxcr6,chemokine (C-X-C motif) receptor 6,Mus musculus,Gene,ENTREZ
ENTREZ:80903,NM_030614,Fgf16,fibroblast growth factor 16,Mus musculus,Gene,ENTREZ
ENTREZ:80905,"NM_001364947,NM_030715",Polh,"polymerase (DNA directed), eta (RAD 30 related)",Mus musculus,Gene,ENTREZ
ENTREZ:80908,"NM_001290444,NM_030718",Abo,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase, transferase B, alpha 1-3-galactosyltransferase)",Mus musculus,Gene,ENTREZ
ENTREZ:80915,"NM_001356485,NM_001356486,NM_023173",Dusp12,dual specificity phosphatase 12,Mus musculus,Gene,ENTREZ
ENTREZ:8092,NM_006982,ALX1,ALX homeobox 1,Homo sapiens,Gene,ENTREZ
ENTREZ:8093,,,,Homo sapiens,Gene,ENTREZ
ENTREZ:80982,NM_030728,Cemip,"cell migration inducing protein, hyaluronan binding",Mus musculus,Gene,ENTREZ
ENTREZ:810,NM_005185,CALML3,calmodulin like 3,Homo sapiens,Gene,ENTREZ
ENTREZ:8100,"NM_001318491,NM_001318493,NM_001353565,NM_001353566,NM_001353567,NM_001353568,NM_001353569,NM_001353570,NM_001353571,NM_001353572,NM_001353573,NM_001353574,NM_001353575,NM_001353576,NM_001353577,NM_001353578,NM_001353579,NM_006531,NM_175605",IFT88,intraflagellar transport 88,Homo sapiens,Gene,ENTREZ
ENTREZ:81029,"NM_030775,NM_032642",WNT5B,Wnt family member 5B,Homo sapiens,Gene,ENTREZ
ENTREZ:81037,NM_030782,CLPTM1L,CLPTM1 like,Homo sapiens,Gene,ENTREZ
ENTREZ:8110,"NM_001280542,NM_001280543,NM_001280544,NM_012074",DPF3,double PHD fingers 3,Homo sapiens,Gene,ENTREZ
ENTREZ:8115,"NM_001098725,NM_021966",TCL1A,TCL1 family AKT coactivator A,Homo sapiens,Gene,ENTREZ
ENTREZ:8118,,,,Homo sapiens,Gene,ENTREZ
ENTREZ:8120,"NM_001278511,NM_001278512,NM_001348440,NM_001348441,NM_004644",AP3B2,adaptor related protein complex 3 subunit beta 2,Homo sapiens,Gene,ENTREZ
ENTREZ:8123,,PWAR5,Prader Willi/Angelman region RNA 5,Homo sapiens,Gene,ENTREZ
ENTREZ:81285,NM_030774,OR51E2,olfactory receptor family 51 subfamily E member 2,Homo sapiens,Gene,ENTREZ
ENTREZ:8129,,,,Homo sapiens,Gene,ENTREZ
ENTREZ:81494,NM_030787,CFHR5,complement factor H related 5,Homo sapiens,Gene,ENTREZ
ENTREZ:81500,"NM_001360814,NM_030749",Sil1,endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae),Mus musculus,Gene,ENTREZ
ENTREZ:81501,"NM_001257317,NM_030788",DCSTAMP,dendrocyte expressed seven transmembrane protein,Homo sapiens,Gene,ENTREZ
ENTREZ:81510,NM_030852,Mia,MIA SH3 domain containing,Rattus norvegicus,Gene,ENTREZ
ENTREZ:81516,NM_030858,Smad7,SMAD family member 7,Rattus norvegicus,Gene,ENTREZ
ENTREZ:81527,NM_030869,Nrp2,neuropilin 2,Rattus norvegicus,Gene,ENTREZ
ENTREZ:81537,NM_030791,SGPP1,sphingosine-1-phosphate phosphatase 1,Homo sapiens,Gene,ENTREZ
ENTREZ:81544,"NM_001351167,NM_001351168,NM_030792",GDPD5,glycerophosphodiester phosphodiesterase domain containing 5,Homo sapiens,Gene,ENTREZ
ENTREZ:81545,"NM_001271723,NM_030793,NM_205836",FBXO38,F-box protein 38,Homo sapiens,Gene,ENTREZ
ENTREZ:81552,"NM_001284282,NM_001284283,NM_001284284,NM_001321242,NM_001321243,NM_001321244,NM_001321246,NM_001321247,NM_001321248,NM_001321249,NM_001321250,NM_001321251,NM_030796",VOPP1,VOPP1 WW domain binding protein,Homo sapiens,Gene,ENTREZ
ENTREZ:81555,"NM_001024947,NM_001271732,NM_030799",YIPF5,Yip1 domain family member 5,Homo sapiens,Gene,ENTREZ
ENTREZ:81559,NM_145214,TRIM11,tripartite motif containing 11,Homo sapiens,Gene,ENTREZ
ENTREZ:81565,"NM_001025579,NM_001330129,NM_030808",NDEL1,nudE neurodevelopment protein 1 like 1,Homo sapiens,Gene,ENTREZ
ENTREZ:81569,NM_030812,ACTL8,actin like 8,Homo sapiens,Gene,ENTREZ
ENTREZ:81572,NM_030815,PDRG1,p53 and DNA damage regulated 1,Homo sapiens,Gene,ENTREZ
ENTREZ:81600,NM_023186,Chia1,"chitinase, acidic 1",Mus musculus,Gene,ENTREZ
ENTREZ:81606,NM_030915,LBH,LBH regulator of WNT signaling pathway,Homo sapiens,Gene,ENTREZ
ENTREZ:81610,NM_030919,FAM83D,family with sequence similarity 83 member D,Homo sapiens,Gene,ENTREZ
ENTREZ:81620,NM_030928,CDT1,chromatin licensing and DNA replication factor 1,Homo sapiens,Gene,ENTREZ
ENTREZ:81621,"NM_001319303,NM_030929",KAZALD1,Kazal type serine peptidase inhibitor domain 1,Homo sapiens,Gene,ENTREZ
ENTREZ:81622,NM_030930,UNC93B1,"unc-93 homolog B1, TLR signaling regulator",Homo sapiens,Gene,ENTREZ
ENTREZ:81624,"NM_001042517,NM_001258366,NM_001258367,NM_001258368,NM_001258369,NM_001258370,NM_030932",DIAPH3,diaphanous related formin 3,Homo sapiens,Gene,ENTREZ
ENTREZ:81642,NM_031013,Abcc6,ATP binding cassette subfamily C member 6,Rattus norvegicus,Gene,ENTREZ
ENTREZ:8165,"NM_001242902,NM_001242903,NM_001370423,NM_001370424,NM_001370425,NM_001370426,NM_001370427,NM_003488",AKAP1,A-kinase anchoring protein 1,Homo sapiens,Gene,ENTREZ
ENTREZ:816705,,,,Arabidopsis thaliana,Gene,ENTREZ
ENTREZ:81671,"NM_001329394,NM_001329395,NM_001329396,NM_001329397,NM_001329398,NM_001329399,NM_001329400,NM_001329401,NM_001329402,NM_030938",VMP1,vacuole membrane protein 1,Homo sapiens,Gene,ENTREZ
ENTREZ:81706,NM_030949,PPP1R14C,protein phosphatase 1 regulatory inhibitor subunit 14C,Homo sapiens,Gene,ENTREZ
ENTREZ:81714,,Gas5,growth arrest specific 5,Rattus norvegicus,Gene,ENTREZ
ENTREZ:81749,NM_031085,Prkch,"protein kinase C, eta",Rattus norvegicus,Gene,ENTREZ
ENTREZ:81751,NM_031087,Psen2,presenilin 2,Rattus norvegicus,Gene,ENTREZ
