resource	label	id	name	synonyms	description	xrefs	taxid
WikiPathways	Pathway	WikiPathways:WP3805	SUMOylation of DNA replication proteins		The sliding clamp protein PCNA, Aurora-A, Aurora-B, Borealin, and various topoisomerases can be SUMOylated (reviewed in Wan et al. 2012). SUMOylation of PCNA appears to reduce formation of double-strand breaks and inappropriate recombination (reviewed in Watts 2006, Watts 2007, Dieckman et al. 2012, Gazy and Kupiec 2012). SUMOylation of Aurora-A, Aurora-B, and Borealin is necessary for proper chromosome segregation. SUMOylation of topoisomerases is observed in response to damage caused by inhibitors of topoisomerases. View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=4615885 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3806	Metabolism of folate and pterines		Folates are essential cofactors that provide one-carbon moieties in various states of reduction for biosynthetic reactions. Processes annotated here include transport reactions by which folates are taken up by cells and moved intracellularly, folate conjugation with glutamate (required for folate retention within a cell), and some of the key reactions in the generation of reduced folates and one-carbon derivatives of folate. View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=196757 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3807	Regulation of TP53 Expression and Degradation		TP53 (p53) tumor suppressor protein is a transcription factor that functions as a homotetramer (Jeffrey et al. 1995). The protein levels of TP53 are low in unstressed cells due to MDM2-mediated ubiquitination that triggers proteasome-mediated degradation of TP53 (Wu et al. 1993). The E3 ubiquitin ligase MDM2 functions as a homodimer/homo-oligomer or a heterodimer/hetero-oligomer with MDM4 (MDMX) (Linares et al. 2003, Toledo and Wahl 2007, Cheng et al. 2011, Wade et al. 2013).<p>Activating phosphorylation of TP53 at serine residues S15 and S20 in response to genotoxic stress disrupts TP53 interaction with MDM2. In contrast to MDM2, E3 ubiquitin ligases RNF34 (CARP1) and RFFL (CARP2) can ubiquitinate phosphorylated TP53 (Yang et al. 2007). Binding of MDM2 to TP53 is also inhibited by the tumor suppressor p14-ARF, transcribed from the CDKN2A gene in response to oncogenic signaling or oxidative stress (Zhang et al. 1998, Parisi et al. 2002, Voncken et al. 2005). Ubiquitin-dependant degradation of TP53 can also be promoted by PIRH2 (Leng et al. 2003) and COP1 (Dornan et al. 2004) ubiquitin ligases. HAUSP (USP7) can deubiquitinate TP53, contributing to TP53 stabilization (Li et al. 2002).<p>While post-translational regulation plays a prominent role, TP53 activity is also controlled at the level of promoter function (reviewed in Saldana-Meyer and Recillas-Targa 2011), mRNA stability and translation efficiency (Mahmoudi et al. 2009, Le et al. 2009, Takagi et al. 2005). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=6806003 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3808	TP53 Regulates Transcription of DNA Repair Genes		Several DNA repair genes contain p53 response elements and their transcription is positively regulated by TP53 (p53). TP53-mediated regulation probably ensures increased protein level of DNA repair genes under genotoxic stress.<p>TP53 directly stimulates transcription of several genes involved in DNA mismatch repair, including MSH2 (Scherer et al. 2000, Warnick et al. 2001), PMS2 and MLH1 (Chen and Sadowski 2005). TP53 also directly stimulates transcription of DDB2, involved in nucleotide excision repair (Tan and Chu 2002), and FANCC, involved in the Fanconi anemia pathway that repairs DNA interstrand crosslinks (Liebetrau et al. 1997). Other p53 targets that can influence DNA repair functions are RRM2B (Kuo et al. 2012), XPC (Fitch et al. 2003), GADD45A (Amundson et al. 2002), CDKN1A (Cazzalini et al. 2010) and PCNA (Xu and Morris 1999). Interestingly, the responsiveness of some of these DNA repair genes to p53 activation has been shown in human cells but not for orthologous mouse genes (Jegga et al. 2008, Tan and Chu 2002). Contrary to the positive modulation of nucleotide excision repair (NER) and mismatch repair (MMR), p53 can negatively modulate base excision repair (BER), by down-regulating the endonuclease APEX1 (APE1), acting in concert with SP1 (Poletto et al. 2016).<p>Expression of several DNA repair genes is under indirect TP53 control, through TP53-mediated stimulation of cyclin K (CCNK) expression (Mori et al. 2002). CCNK is the activating cyclin for CDK12 and CDK13 (Blazek et al. 2013). The complex of CCNK and CDK12 binds and phosphorylates the C-terminal domain of the RNA polymerase II subunit POLR2A, which is necessary for efficient transcription of long DNA repair genes, including BRCA1, ATR, FANCD2, FANCI, ATM, MDC1, CHEK1 and RAD51D. Genes whose transcription is regulated by the complex of CCNK and CDK12 are mainly involved in the repair of DNA double strand breaks and/or the Fanconi anemia pathway (Blazek et al. 2011, Cheng et al. 2012, Bosken et al. 2014, Bartkowiak and Greenleaf 2015, Ekumi et al. 2015). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=6796648 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3809	tRNA processing in the mitochondrion		Each strand of the circular mitochondrial genome is transcribed to yield long polycistronic transcripts, the heavy strand transcript and the light strand transcript, which are then cleaved to yield tRNAs, rRNAs, and mRNAs (Mercer et al. 2011, reviewed in Suzuki et al. 2011, Rossmanith 2012, Powell et al. 2015). Mitochondrial RNase P, which is completely distinct from nuclear RNase P in having different protein subunits and no RNA component, cleaves at the 5' ends of tRNAs. RNase Z, an isoform of ELAC2 in mitochondria, cleaves at the 3' ends of tRNAs. (A different isoform of ELAC2 serves as RNase Z in the nucleus.) Unknown nucleases make additional cleavages near the 5' end of MT-CO3, the 5' end of CO1, the 5' end of CYB, and the 3' end of ND6. TRNT1 (CCA-adding enzyme) then post-transcriptionally polymerizes the universal acceptor sequence CCA onto the 3' ends of the cleaved tRNAs. In yeast, plants, and protozoa additional tRNAs encoded in the nucleus are imported into mitochondria from the cytosol (reviewed in Schneider 2011), however human mitochondria encode a complete complement of 22 tRNAs required for translation and tRNA import has not been observed in mammals. Mutations that affect mitochondrial tRNA processing cause human diseases that are generally characterized by abnormalities in energy-requiring tissues such as brain and muscle (reviewed in Suzuki et al. 2011, Sarin and Leidel 2014). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=6785470 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3810	Cardiac conduction		"The normal sequence of contraction of atria and ventricles of the heart require activation of groups of cardiac cells. The mechanism must elicit rapid changes in heart rate and respond to changes in autonomic tone. The cardiac action potential controls these functions. Action potentials are generated by the movement of ions through transmembrane ion channels in cardiac cells. Like skeletal myocytes (and axons), in the resting state, a given cardiac myocyte has a negative membrane potential. In both muscle types, after a delay (the absolute refractory period), K+ channels reopen and the resulting flow of K+ out of the cell causes repolarisation. The voltage-gated Ca2+ channels on the cardiac sarcolemma membrane are generally triggered by an influx of Na+ during phase 0 of the action potential. Cardiac muscle cells are so tightly bound that when one of these cells is excited the action potential spreads to all of them. The standard model used to understand the cardiac action potential is the action potential of the ventricular myocyte (Park & Fishman 2011, Grant 2009).<br><br>The action potential has 5 phases (numbered 0-4). Phase 4 describes the membrane potential when a cell is not being stimulated. The normal resting potential in the ventricular myocardium is between -85 to -95 mV. The K+ gradient across the cell membrane is the key determinant in the normal resting potential. Phase 0 is the rapid depolarisation phase in which electrical stimulation of a cell opens the closed, fast Na+ channels, causing a large influx of Na+ creating a Na+ current (I<sub>Na+</sub>). This causes depolarisation of the cell. The slope of phase 0 represents the maximum rate of potential change and differs in contractile and pacemaker cells. Phase 1 is the inactivation of the fast Na+ channels. The transient net outward current causing the small downward deflection (the ""notch"" of the action potetial) is due to the movement of K+ and Cl- ions. In pacemaker cells, this phase is due to rapid K+ efflux and closure of L-type Ca2+ channels. Phase 2 is the plateau phase which is sustained by a balance of Ca2+ influx and K+ efflux. This phase sustains muscle contraction. Phase 3 of the action potential is where a concerted action of two outward delayed currents brings about repolarisation back down to the resting potential (Bartos et al. 2015). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=5576891 Reactome]."		9606
WikiPathways	Pathway	WikiPathways:WP3811	Smooth Muscle Contraction		Layers of smooth muscle cells can be found in the walls of numerous organs and tissues within the body. Smooth muscle tissue lacks the striated banding pattern characteristic of skeletal and cardiac muscle. Smooth muscle is triggered to contract by the autonomic nervous system, hormones, autocrine/paracrine agents, local chemical signals, and changes in load or length.<br>Actin:myosin cross bridging is used to develop force with the influx of calcium ions (Ca2+) initiating contraction. Two separate protein pathways, both triggered by calcium influx contribute to contraction, a calmodulin driven kinase pathway, and a caldesmon driven pathway.<br>Recent evidence suggests that actin, myosin, and intermediate filaments may be far more volatile then previously suspected, and that changes in these cytoskeletal elements along with alterations of the focal adhesions that anchor these proteins may contribute to the contractile cycle.<br>Contraction in smooth muscle generally uses a variant of the same sliding filament model found in striated muscle, except in smooth muscle the actin and myosin filaments are anchored to focal adhesions, and dense bodies, spread over the surface of the smooth muscle cell. When actin and myosin move across one another focal adhesions are drawn towards dense bodies, effectively squeezing the cell into a smaller conformation. The sliding is triggered by calcium:caldesmon binding, caldesmon acting in an analogous fashion to troponin in striated muscle. Phosphorylation of myosin light chains also is involved in the initiation of an effective contraction.<br> View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=445355 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3812	SALM protein interactions at the synapse		Recruitment of receptors and ion channels to the postsynaptic membrane is the last step in synapse formation. Many of these proteins interact directly or indirectly with postsynaptic density-95 (PSD95)/Discs large/zona occludens-1 (PDZ) proteins, thus linking them to the postsynaptic scaffold and providing a mechanism for both retaining the protein at the synapse and keeping its proximity to signaling molecules known to associate with PDZ proteins (Nourry et al. 2003, Kim & Sheng 2004, Montgomery et al. 2004, Sheng and Kim 2011). The synaptic adhesion-like molecules (SALM) family belongs to the superfamily of leucine-rich repeat (LRR)-containing adhesion molecules, alternatively referred as LRFN (leucine-rich repeat and fibronectin III domain-containing) is an synapse adhesion molecule linked to NMDA and AMPA receptors. It includes five known members (SALMs 1-5 or LRFN1-5), which have been implicated in the regulation of neurite outgrowth and branching, and synapse formation and maturation. SLAM proteins are distributed to both dendrites and axons in neurons (Ko et al. 2006, Wang et al. 2006, Morimura et al. 2006, Nam ett al. 2011). The family members, SALM1-SALM5, have a single transmembrane (TM) domain and contain extracellular leucine-rich repeats, an Ig C2 type domain, a fibronectin type III domain, and an intracellular postsynaptic density-95 (PSD-95)/Discs large/zona occludens-1 (PDZ) binding domain, which is present on all members except SALM4 and SALM5. View original pathway at:[http://www.reactome.org/PathwayBrowser/#DIAGRAM=8849932 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3813	Activation of anterior HOX genes in hindbrain development during early embryogenesis		In mammals, anterior Hox genes may be defined as paralog groups 1 to 4 (Natale et al. 2011), which are involved in development of the hindbrain through sequential expression in the rhombomeres, transient segments of the neural tube that form during development of the hindbrain (reviewed in Alexander et al. 2009, Soshnikova and Duboule 2009, Tumpel et al. 2009, Mallo et al. 2010, Andrey and Duboule 2014). Hox gene activation during mammalian development has been most thoroughly studied in mouse embryos and the results have been extended to human development by in vitro experiments with human embryonal carcinoma cells and human embryonic stem cells.<br>Expression of a typical anterior Hox gene has an anterior boundary located at the junction between two rhombomeres and continues caudally to regulate segmentation and segmental fate in ectoderm, mesoderm, and endoderm. Anterior boundaries of expression of successive Hox paralog groups are generally separated from each other by 2 rhombomeres. For example, HOXB2 is expressed in rhombomere 3 (r3) and caudally while HOXB3 is expressed in r5 and caudally. Exceptions exist, however, as HOXA1, HOXA2, and HOXB1 do not follow the rule and HOXD1 and HOXC4 are not expressed in rhombomeres. Hox genes within a Hox cluster are expressed colinearly: the gene at the 3' end of the cluster is expressed earliest, and hence most anteriorly, then genes 5' are activated sequentially in the same order as they occur in the cluster. <br>Activation of expression occurs epigenetically by loss of polycomb repressive complexes and change of bivalent chromatin to active chromatin through, in part, the actions of trithorax family proteins (reviewed in Soshnikova and Duboule 2009). Hox gene expression initiates in the posterior primitive streak that will contribute to extraembryonic mesoderm. Expression then extends anteriorly into the cells that will become the embryo, where expression is first observed in presumptive lateral plate mesoderm and is transmitted to both paraxial mesoderm and neurectoderm formed by gastrulation along the primitive streak (reviewed in Deschamps et al. 1999, Casaca et al. 2014).<br>Prior to establishment of the rhombomeres, expression of HOXA1 and HOXB1 is initiated near the future site of r3 and caudally by a gradient of retinoic acid (RA). (Mechanisms of retinoic acid signaling are reviewed in Cunningham and Duester 2015.) The RA is generated by the ALDH1A2 (RALDH2) enzyme located in somites flanking the caudal hindbrain and degraded by CYP26 enzymes expressed initially in anterior neural ectoderm of the early gastrula and then throughout most of the hindbrain (reviewed in White and Schilling 2008). HOXA1 with PBX1,2 and MEIS2 directly activate transcription of ALDH1A2 to maintain retinoic acid synthesis in the somitic mesoderm (Vitobello et al. 2011). Differentiation of embryonal carcinoma cells and embryonic stem cells in response to retinoic acid is used to model the process of differentiation in vitro (reviewed in Soprano et al. 2007, Gudas et al. 2013).<br>HOXA1 appears to set the anterior limit of HOXB1 expression (Barrow et al. 2000). HOXB1 initiates expression of EGR2 (KROX20) in presumptive r3. EGR2 then activates HOXA2 expression in r3 and r5 while HOXB1, together with PBX1 and MEIS:PKNOX1 (MEIS:PREP), activates expression of HOXA2 in r4 and caudal rhombomeres.  AP-2 transcription factors maintain expression of HOXA2 in neural crest cells (Maconochie et al. 1999). HOXB1 also activates expression of HOXB2 in r3 and caudal rhombomeres. EGR2 negatively regulates HOXB1 so that by the time rhombomeres appear, HOXB1 is restricted to r4 and HOXA1 is no longer detectable (Barrow et al. 2000). EGR2 and MAFB (Kreisler) then activate HOXA3 and HOXB3 in r5 and caudal rhombomeres. Retinoic acid activates HOXA4, HOXB4, and HOXD4 in r7, the final rhombomere. HOX proteins, in turn, activate expression of genes in combination with other factors, notably members of the TALE family of transcription factors (PBX, PREP, and MEIS, reviewed in Schulte and Frank 2014, Rezsohazy et al. 2015). HOX proteins also participate in non-transcriptional interactions (reviewed in Rezsohazy 2014). In zebrafish, Xenopus, and chicken factors such as Meis3, Fgf3, Fgf8, and vHNF regulate anterior hox genes (reviewed in Schulte and Frank 2014), however less is known about the roles of homologous factors in mammals.<br> Mutations in HOXA1 in humans have been observed to cause developmental abnormalities located mostly in the head and neck region (Tischfield et al. 2005, Bosley et al. 2008). A missense mutation in HOXA2 causes microtia, hearing impairment, and partially cleft palate (Alasti et al. 2008). A missense mutation in HOXB1 causes a similar phenotype to the Hoxb1 null mutation in mice: bilateral facial palsy, hearing loss, and strabismus (improper alignment of the eyes) (Webb et al. 2012). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=5617472 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3814	Metallothioneins bind metals		Metallothioneins are highly conserved, cysteine-rich proteins that bind metals via thiolate bonds (recent general reviews in Capdevila et al. 2012, Blindauer et al. 2014, reviews of mammalian metallothioneins in Miles et al. 2000, Maret 2011, Vasak and Meloni 2011, Thirumoorthy et al. 2001, Babula et al. 2012). Mammals contain 4 general metallothionein isoforms (MT1,2,3,4). The MT1 isoform has radiated in primates to 8 or 9 functional proteins (depending on classification of MT1L). Each mammalian metallothionein binds a total of 7 divalent metal ions in two clusters, the alpha and beta clusters. Though the functions of metallothioneins have not been fully elucidated, they appear to participate in detoxifying heavy metals (reviewed in Sharma et al. 2013), storing and transporting zinc, and redox biochemistry. Metallothioneins interact with many other cellular proteins, with most interactions involving proteins of the central nervous system (reviewed in Atrian and Capdevila 2013). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=5661231 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3816	Regulation of TP53 Activity through Acetylation		Transcriptional activity of TP53 is positively regulated by acetylation of several of its lysine residues. BRD7 binds TP53 and promotes acetylation of TP53 lysine residue K382 by acetyltransferase EP300 (p300). Acetylation of K382 enhances TP53 binding to target promoters, including CDKN1A (p21), MDM2, SERPINE1, TIGAR, TNFRSF10C and NDRG1 (Bensaad et al. 2010, Burrows et al. 2010. Drost et al. 2010). The histone acetyltransferase KAT6A, in the presence of PML, also acetylates TP53 at K382, and, in addition, acetylates K120 of TP53. KAT6A-mediated acetylation increases transcriptional activation of CDKN1A by TP53 (Rokudai et al. 2013). Acetylation of K382 can be reversed by the action of the NuRD complex, containing the TP53-binding MTA2 subunit, resulting in inhibition of TP53 transcriptional activity (Luo et al. 2000). Acetylation of lysine K120 in the DNA binding domain of TP53 by the MYST family acetyltransferases KAT8 (hMOF) and KAT5 (TIP60) can modulate the decision between cell cycle arrest and apoptosis (Sykes et al. 2006, Tang et al. 2006). Studies with acetylation-defective knock-in mutant mice indicate that lysine acetylation in the p53 DNA binding domain acts in part by uncoupling transactivation and transrepression of gene targets, while retaining ability to modulate energy metabolism and production of reactive oxygen species (ROS) and influencing ferroptosis (Li et al. 2012, Jiang et al. 2015). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=6804758 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3817	Interleukin-20 family signaling		The interleukin 20 (IL20) subfamily comprises IL19, IL20, IL22, IL24 and IL26. They are members of the larger IL10 family, but have been grouped together based on their usage of common receptor subunits and similarities in their target cell profiles and biological functions. Members of the IL20 subfamily facilitate the communication between leukocytes and epithelial cells, thereby enhancing innate defence mechanisms and tissue repair processes at epithelial surfaces. Much of the understanding of this group of cytokines is based on IL22, which is the most studied member (Rutz et al. 2014, Akdis M et al. 2016, Longsdon et al. 2012). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=8854691 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3818	Signaling by MST1		Inflammatory mediators such as growth factors produced by macrophages play an important role in the inflammatory response occurring during bacterial infection, tissue injury and immune responses. Many growth factors and their receptor-type protein tyrosine kinases (RTKs) play a critical role in inflammation, wound healing and tissue remodelling. The growth factor hepatocyte growth factor-like protein (MST1, also known as macrophage-stimulating protein, MSP) binds to a specific receptor, macrophage-stimulating protein receptor (MST1R, also known as RON, recepteur d'origine nantais). MST1 belongs to the kringle protein family, which includes HGF and plasminogen. It is produced by the liver and circulates in the blood as a biologically-inactive single chain precursor (pro-MST1). Proteolytic cleavage of pro-MST1 into the biologically-active MST1 dimer is necessary for receptor binding. Cleavage occurs during blood coagulation and at inflammatory sites, the resultant MST1 dimer then binds MST1R receptors on local macrophages. MST1R is ubiquitously expressed but mainly in epithelial cells.<br><br>MST1 binding to MST1R promotes receptor homodimerisation which in turn allows autophosphorylation of two tyrosine residues within the catalytic site which regulates kinase activity and allows phosphorylation of the carboxy-terminal binding site of the receptor. The docking site is essential for downstream signaling through direct and indirect binding of SH2 domain-containing adaptor proteins such as GRB2, PI3K, and SRC. MST1/MST1R signaling plays a dual role in regulating inflammation; initially stimulating chemotaxis and phagocytosis (macrophage activation) and then exerts broad inhibitory effects on macrophages, limiting the extent of inflammtory responses (Wang et al. 2002). MST1R is upregulated in many epithelial cancers where it is thought to play a role in the progression of these types of cancer (Kretschmann et al. 2010). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=8852405 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3819	B-WICH complex positively regulates rRNA expression		The B-WICH complex is a large 3 Mdalton complex containing SMARCA5 (SNF2H), BAZ1B (WSTF), ERCC6 (CSB), MYO1C (Nuclear myosin 1c), SF3B1, DEK, MYBBP1A, and DDX21 (Cavellan et al. 2006, Percipalle et al. 2006, Vintermist et al. 2001, Sarshad et al. 2013, Shen et al. 2013, reviewed in Percipalle and Farrants 2006). B-WICH is found at active rRNA genes as well as at 5S rRNA and 7SL RNA genes. B-WICH appears to remodel chromatin and recruit histone acetyltransferases that modify histones to transcriptionally active states. View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=5250924 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP382	MAPK signaling pathway		The mitogen-activated protein kinase (MAPK) cascade is a highly conserved module that is involved in various cellular functions, including cell proliferation, differentiation and migration. Mammals express at least four distinctly regulated groups of MAPKs, extracellular signal-related kinases (ERK)-1/2, Jun amino-terminal kinases (JNK1/2/3), p38 proteins (p38alpha/beta/gamma/delta) and ERK5, that are activated by specific MAPKKs: MEK1/2 for ERK1/2, MKK3/6 for the p38, MKK4/7 (JNKK1/2) for the JNKs, and MEK5 for ERK5. Each MAPKK, however, can be activated by more than one MAPKKK, increasing the complexity and diversity of MAPK signalling. Presumably each MAPKKK confers responsiveness to distinct stimuli. For example, activation of ERK1/2 by growth factors depends on the MAPKKK c-Raf, but other MAPKKKs may activate ERK1/2 in response to pro-inflammatory stimuli.Description reference: KEGG http://www.genome.jp/dbget-bin/www_bget?pathway:map04010Proteins on this pathway have targeted assays available via the [https://assays.cancer.gov/available_assays?wp_id=WP382 CPTAC Assay Portal]		9606
WikiPathways	Pathway	WikiPathways:WP3820	Interleukin-17 signaling		Interleukin-17 (IL17) is a family of cytokines (Kawaguchi et al. 2004, Gu et al. 2013). IL17A, the founding member of the family is able to induce the production of other cytokines and chemokines, such as IL6, IL8, and granulocyte colony-stimulating factor (G-CSF) in a variety of cell types, including activated T-cells. It plays a pivotal role in host defenses in response to microbial infection and is involved in the pathogenesis of autoimmune diseases and allergic syndromes. IL17 activates several downstream signaling pathways including NFkB, MAPKs and C/EBPs, inducing the expression of antibacterial peptides, proinflammatory chemokines and cytokines and matrix metalloproteases (MMPs). IL17 can stabilize the mRNA of genes induced by TNF-alpha. IL17 signal transduction is mediated by the cytosolic adaptor molecule ACT1 (also known as CIKS).<br><br>The receptor for IL17D is unknown (Gu et al. 2013). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=448424 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3822	Metabolism of vitamin K		Vitamin K is a required co-factor in a single metabolic reaction, the gamma-carboxylation of glutamate residues of proteins catalyzed by GGCX (gamma-carboxyglutamyl carboxylase). Substrates of GGCX include blood clotting factors, osteocalcin (OCN), and growth arrest-specific protein 6 (GAS6) (Brenner et al. 1998). Vitamin K is derived from green leafy vegetables as phylloquinone and is synthesized by gut flora as menaquinone-7. These molecules are taken up by intestinal enterocytes with other lipids, packaged into chylomicrons, and delivered via the lymphatic and blood circulation to tissues of the body, notably hepatocytes and osteoblasts, via processes of lipoprotein trafficking (Shearer & Newman 2014; Shearer et al. 2012) described elsewhere in Reactome.<P>In these tissues, menadiol (reduced vitamin K3) reacts with geranylgeranyl pyrophosphate to form MK4 (vitamin K hydroquinone), the form of the vitamin required as cofactor for gamma-carboxylation of protein glutamate residues (Hirota et al. 2013). The gamma-carboxylation reactions, annotated elsewhere in Reactome as a part of protein metabolism, convert MK4 to its epoxide form, which is inactive as a cofactor. Two related enzymes, VKORC1 and VKORCL1, can each catalyze the reduction of MK4 epoxide to active MK4. VKORC1 activity is essential for normal operation of the blood clotting cascade and for osteocalcin function (Ferron et al. 2015). A physiological function for VKORCL1 has not yet been definitively established (Hammed et al. 2013; Tie et al. 2014). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=6806664 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3823	Regulation of TP53 Activity through Methylation		TP53 (p53) undergoes methylation on several lysine and arginine residues, which modulates its transcriptional activity.<p>PRMT5, recruited to TP53 as part of the ATM-activated complex that includes TTC5, JMY and EP300 (p300), methylates TP53 arginine residues R333, R335 and R337. PRMT5-mediated methylation promotes TP53-stimulated expression of cell cycle arrest genes (Shikama et al. 1999, Demonacos et al. 2001, Demonacos et al. 2004, Adams et al. 2008, Adams et al. 2012). SETD9 (SET9) methylates TP53 at lysine residue K372, resulting in increased stability and activity of TP53 (Chuikov et al. 2004, Couture et al. 2006, Bai et al. 2011).<p>TP53 transcriptional activity is repressed by SMYD2-mediated methylation of TP53 at lysine residue K370 (Huang et al. 2006). Dimethylation of TP53 at lysine residue K373 by the complex of methyltransferases EHMT1 and EHMT2 also represses TP53-mediated transcription (Huang et al. 2010). The chromatin compaction factor L3MBTL1 binds TP53 monomethylated at lysine K382 by SETD8 (SET8) and, probably through changing local chromatin architecture, represses transcription of TP53 targets (West et al. 2010). The histone lysine-specific demethylase LSD1 interacts with TP53 and represses p53-mediated transcriptional activation (Huang et al. 2007). PRMT1 and CARM1 can also modulate p53 functions in a cooperative manner (An et al. 2004).  View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=6804760 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3824	SUMOylation of transcription factors		Proteins classified as transcription factors constitute a disproportionate number of SUMOylation targets. In most cases SUMOylation inhibits transcriptional activation, however in some cases such as TP53 (p53) SUMOylation can enhance activation. Inhibition of transcription by SUMOylation may be due to interference with DNA binding, re-localization to inactive nuclear bodies, or recruitment of repressive cofactors such as histone deacetylases (reviewed in Girdwood et al. 2004, Gill 2005). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=3232118 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP3827	RNA polymerase II transcribes snRNA genes		Small nuclear RNAs (snRNAs) play key roles in splicing and some of them, specifically the U1 and U2 snRNAs, are encoded by multicopy snRNA gene clusters containing tandem arrays of genes, about 30 in the RNU1 cluster (Bernstein et al. 1985) and about 10-20 in the RNU2 cluster (Van Ardsell and Weiner 1984). Whereas U6 snRNA genes are transcribed by RNA polymerase III, U1,U2, U4, U4atac, U5, U11, and U12 genes are transcribed by RNA polymerase II. Transcription of the U1 and U2 genes has been most extensively studied and the other snRNA genes as well as other genes with similar promoter structures, for example the SNORD13 gene, are inferred to be transcribed by similar reactions. The snRNA genes transcribed by RNA polymerase II are distinguished from mRNA-encoding genes by the presence of a proximal sequence element (PSE) rather than a TATA box and the presence of the Integrator complex rather than the Mediator complex (reviewed in Egloff et al. 2008, Jawdeker and Henry 2008).<br>The snRNA genes are among the most rapidly transcribed genes in the genome. The 5' transcribed region of the U2 snRNA gene is largely single-stranded during interphase and metaphase (Pavelitz et al. 2008) and chromatin within the transcribed region is cleared of nucleosomes (O'Reilly et al. 2014). Transcriptional activation of the RNA polymerase II transcribed snRNA genes begins with binding of transcription factors to the distal sequence element (DSE) of the promoter (reviewed in Hernandez 2001, Egloff et al. 2008, Jawdeker and Henry 2008). The factors, which include POU2F1 (Oct-1), POU2F2 (Oct-2), ZNF143 (Staf) and Sp1, promote binding of the SNAPc complex (also known as PTF and PBP) to the PSE. SNAPc helps clear the gene of nucleosomes (O'Reilly et al. 2014) and recruits initiation factors (TFIIA, TFIIB, TFIIE, TFIIF, and snTAFc:TBP) which recruit RNA polymerase II. Phosphorylation of the C-terminal domain (CTD) of RNA polymerase II (reviewed in Egloff and Murphy 2008) by CDK7 recruits RPAP2 and the Integrator complex, which is required for later processing of the 3' end of the pre-snRNA transcript (reviewed in Chen and Wagner 2010, Baillat and Wagner 2015). The Little Elongation Complex (LEC) also appears to bind around the time of transcription initiation (Hu et al. 2013). As transcription proceeds, RPAP2 dephosphorylates serine-5 and P-TEFb phosphorylates serine-2 of the CTD. As transcription reaches the end of the snRNA gene serine-7 of the CTD is phosphorylated. These marks serve to bind protein complexes and are required for 3' processing of the pre-snRNA (reviewed in Egloff and Murphy 2008). After transcription proceeds through the conserved 3' processing sequence of the pre-snRNA the Integrator complex cleaves the pre-snRNA. Transcription then terminates downstream in a less well characterized reaction that requires elements of the polyadenylation system. View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=6807505 Reactome].		9606
